name,pop,lat,lon
Granite City ,3,38.7014389,-90.1487199
Elmira ,3,42.0897965,-76.8077338
Cedar City ,3,37.6774769,-113.0618931
Atascadero ,3,35.4894169,-120.6707255
Ridgecrest ,3,35.6225064,-117.6699414
Maywood ,3,33.9866807,-118.185349
Frankfort ,3,38.2009055,-84.8732836
Melrose ,3,42.4564323,-71.064182
Eagle Pass ,3,28.709856,-100.4794168
Jefferson ,3,38.3010487,-88.9344303
Seguin ,3,29.5688411,-97.9647269
Wasco ,3,35.5941238,-119.3409457
Weatherford ,3,32.764654,-97.68189586
Holly Springs ,3,35.6512655,-78.8336218
Twentynine Palms ,3,34.1356915,-116.0543506
Paducah ,3,37.0833893,-88.6000478
White Bear Lake ,3,45.0838098,-93.0069304
Watauga ,3,36.2228105,-81.6863808
Searcy ,3,35.2506406,-91.7362488
Barstow ,3,34.8957684,-117.0172077
Kerrville ,3,30.0474332,-99.1403189
Newberg ,3,45.300596,-122.9725418
Willoughby ,3,38.0131955,-78.4955676
Sebastian ,3,35.1770785,-94.2654285
Wadsworth ,3,41.0256101,-81.7298519
Del City ,3,35.442007,-97.4408709
Jacksonville Beach ,3,30.2946859,-81.3931396
South Lake Tahoe ,3,38.929125,-119.9878464
Haines City ,3,28.1124785,-81.63119745
Sulphur ,3,30.2365943,-93.3773783
Shelby ,3,39.3665064,-88.7886278
Blythe ,3,33.5602861,-114.9120725
Madisonville ,3,37.3280037,-87.4986989
Steubenville ,3,40.3697905,-80.6339638
Dixon ,3,41.842224,-89.4815485
Arcata ,3,40.8665166,-124.0828396
Sheridan ,3,39.3530598,-100.4576457
Anoka ,3,45.1977428,-93.3871758
Seminole ,3,30.951849,-84.8789094
Cocoa ,3,28.3821505,-80.775798
Durango ,3,24.833333,-104.833333
La Vista ,3,41.1832679,-96.0324044
Terrell ,3,32.7359626,-96.2752569
Siloam Springs ,3,36.18104795,-94.52687411
Scottsbluff ,3,41.8666341,-103.6671662
Manassas Park ,3,38.7840035,-77.4697111
Cullman ,3,34.1335332,-86.8779268
Glens Falls ,3,43.3096957,-73.6441045
West Park ,3,36.7102258,-119.851258
Moultrie ,3,39.6391442,-88.6087498
Graham ,3,39.34062,-99.8980624
Bemidji ,3,47.4786541,-94.890802
Kilgore ,3,32.3862619,-94.8757709
Connersville ,3,39.6411589,-85.1410748
Fergus Falls ,3,46.2830152,-96.0775581
Huron ,3,44.7923065,-82.3311296
Bainbridge ,3,30.9037995,-84.5754699
Winfield ,3,37.2397486,-96.9955919
Bucyrus ,3,40.8083909,-82.9754649
Lone Tree ,3,39.5366435,-104.8855209
Cedarburg ,3,43.2966716,-87.9875898
Ionia ,3,42.9469688,-85.0713945
Woodinville ,3,47.7545827,-122.1588902
Piedmont ,3,37.8243715,-122.231635
Somers Point ,3,39.3176158,-74.594601
Lantana ,3,26.5830481,-80.0559944
Spearfish ,3,44.4908172,-103.8593698
Storm Lake ,3,42.6410915,-95.2097179
Loganville ,3,39.8556564,-76.7074696
Mount Airy ,3,36.4993007,-80.6072859
Silver City ,3,32.7725053,-108.2793701
Denham Springs ,3,30.4868564,-90.9562125
North Branch ,3,45.5113515,-92.9802176
Waxhaw ,3,34.9245935,-80.7434019
Flat Rock ,3,42.0964314,-83.2918744
Sunbury ,3,40.8619754,-76.7936252
Tuskegee ,3,32.4240286,-85.6916195
Fort Valley ,3,32.5537585,-83.8874084
Cody ,3,44.5263107,-109.0563923
Jeannette ,3,40.3281247,-79.6153198
Dunn ,3,35.3062743,-78.6089028
Lamesa ,3,32.7376001,-101.9509921
Maysville ,3,41.6486403,-90.7168091
Groveland ,3,42.7603688,-71.0314451
Lapeer ,3,43.0904764,-83.2333705
Little Falls ,3,45.9763545,-94.3625024
Nevada ,3,39.5158825,-116.8537227
Los Altos Hills ,3,37.3796627,-122.1374637
Purcellville ,3,39.1367717,-77.7147153
Oak Grove ,3,41.413711,-90.5729959
Grand Ledge ,3,42.7533685,-84.7463757
Bluffdale ,3,40.4896712,-111.9388244
Calipatria ,3,33.1439205,-115.5494556
Osceola ,3,28.0443842,-81.1437541
Port St. Lucie ,2,27.2939333,-80.3503283
Escondido ,2,33.1216751,-117.0814849
Antioch ,2,38.0049214,-121.805789
El Cajon ,2,32.7947731,-116.9625269
North Charleston ,2,32.8546197,-79.9748103
Nampa ,2,43.5737361,-116.559642
Hoover ,2,33.392206,-86.78045321
Bellflower ,2,33.8825705,-118.1167679
Warner Robins ,2,32.598313,-83.62567691
Perris ,2,33.7825194,-117.2286478
Lauderhill ,2,26.1403635,-80.2133808
Lorain ,2,41.452819,-82.1823746
North Little Rock ,2,34.7456275,-92.15314448
Council Bluffs ,2,41.2621283,-95.8613912
Kokomo ,2,40.4864444,-86.1336351
Port Orange ,2,29.10150985,-81.01055374
Woodland ,2,38.6786109,-121.7733285
Pinellas Park ,2,27.8599115,-82.70437819
Caldwell ,2,32.0820785,-92.1130105
Sierra Vista ,2,31.5545401,-110.3036929
Titusville ,2,28.6122187,-80.8075538
Fond du Lac ,2,43.7748763,-88.4458033
Edmonds ,2,47.8105738,-122.3774952
Pacifica ,2,37.6138253,-122.4869194
Northglenn ,2,39.885541,-104.9872026
Friendswood ,2,29.5293998,-95.2010447
Grove City ,2,39.8814519,-83.0929645
Plant City ,2,28.023543,-82.12720203
Tupelo ,2,34.2634615,-88.72502681
Lawndale ,2,33.88711,-118.3531481
Rosenberg ,2,29.5571825,-95.8085623
University Place ,2,47.216134,-122.5400829
Alabaster ,2,33.2155935,-86.79777856
Long Branch ,2,40.3042778,-73.9923596
Clearfield ,2,40.9908706,-78.4457422
Chicago Heights ,2,41.5062834,-87.6357079
New Bern ,2,35.1084931,-77.0441143
Sun Prairie ,2,43.1834579,-89.2134359
Port Huron ,2,42.9815877,-82.440466
Millville ,2,39.4020593,-75.0393368
Garfield Heights ,2,41.4169974,-81.6059581
Atwater ,2,37.3477174,-120.609084
Kingman ,2,37.5420937,-98.122172
Bessemer ,2,33.3339595,-86.95006956
Fridley ,2,45.0838291,-93.2590388
Holladay ,2,40.6688363,-111.8246557
Sandusky ,2,41.4489397,-82.7079605
Owatonna ,2,44.0839937,-93.2261076
Hazleton ,2,40.9646867,-75.9852789
Lockport ,2,43.1706125,-78.6903133
Parkland ,2,26.3100794,-80.23727
Key West ,2,38.0573603,-78.4408438
Reedley ,2,36.5969275,-119.45027
De Pere ,2,44.4487476,-88.0601086
Cudahy ,2,42.959738,-87.861471
Peekskill ,2,41.289811,-73.9204922
Coronado ,2,32.6858854,-117.1830891
Maple Valley ,2,47.3664231,-122.0437127
Belton ,2,31.0560132,-97.464453
Hialeah Gardens ,2,25.8906705,-80.36417286
Daphne ,2,30.6035255,-87.9036047
Port Hueneme ,2,34.1593425,-119.2025505
North Augusta ,2,33.5018026,-81.9651153
Kinston ,2,35.2626635,-77.5816353
Prairie Village ,2,38.9914109,-94.6332768
Sunny Isles Beach ,2,25.939003,-80.12553377
South Milwaukee ,2,42.9105722,-87.8606367
Moses Lake ,2,47.1301417,-119.2780771
Acworth ,2,34.0659329,-84.6768796
Sweetwater ,2,32.4709519,-100.4059384
Lomita ,2,33.7924421,-118.3144385
Corinth ,2,34.943392,-88.51732382
Ferndale ,2,40.5762406,-124.2639442
Carrboro ,2,35.9101438,-79.0752895
McKeesport ,2,40.3478472,-79.864215
Evans ,2,32.1613648,-81.8980725
Mayfield Heights ,2,41.5192189,-81.457896
Simpsonville ,2,34.7370639,-82.2542834
El Dorado ,2,38.7574137,-120.5276129
Claremore ,2,36.3125897,-95.6158701
Saco ,2,43.5009176,-70.4428286
Pinole ,2,38.0043667,-122.2988587
Seymour ,2,38.9592201,-85.8902547
Logansport ,2,40.7544843,-86.3566659
Coalinga ,2,36.161906,-120.2946929
Hannibal ,2,39.7083789,-91.3584816
Tallmadge ,2,41.1014865,-81.4418151
Ocean Springs ,2,30.4112904,-88.8279165
Arroyo Grande ,2,35.1185869,-120.5907252
Hermiston ,2,45.8404101,-119.2894605
Tifton ,2,31.4504629,-83.5084973
Hibbing ,2,47.4271546,-92.9376887
Moraga ,2,37.8347106,-122.1295596
Mount Clemens ,2,42.5972563,-82.8779754
Troutdale ,2,36.702192,-81.44152411
Sartell ,2,45.6216319,-94.2069365
Crawfordsville ,2,40.0401991,-86.8990249
Great Bend ,2,38.3621509,-98.7803202
Gatesville ,2,31.486814,-97.70427034
Uvalde ,2,29.300357,-99.7733181
Pacific Grove ,2,36.6174432,-121.9155906
Berkley ,2,42.5030909,-83.1835389
Scottsboro ,2,34.715252,-86.03676449
Dickson ,2,37.7692885,-80.3461824
Pineville ,2,31.3224044,-92.4343035
Waycross ,2,31.2135511,-82.3540178
Powder Springs ,2,33.8595492,-84.683824
Hickory Hills ,2,41.7255879,-87.825055
Moberly ,2,39.4183689,-92.4382367
North Adams ,2,42.700915,-73.1087148
Fairburn ,2,33.5670562,-84.5810418
North Mankato ,2,44.1732996,-94.0338451
Circleville ,2,39.600618,-82.9460133
Fostoria ,2,41.156998,-83.4168702
La Grande ,2,45.3246068,-118.0878695
St. Augustine ,2,29.894691,-81.314517
McPherson ,2,38.3659015,-97.6575171
Eufaula ,2,35.2873206,-95.5824846
Palmetto ,2,27.5278065,-82.58360686
Palos Heights ,2,41.6681632,-87.7962812
Green River ,2,41.5290933,-109.4664738
Northlake ,2,33.1273432,-97.2655726
Mebane ,2,36.0959715,-79.2669619
Lakeway ,2,30.374973,-97.96296995
Norton ,2,39.7944702,-99.9100033
Blackfoot ,2,43.1900388,-112.3483569
Steamboat Springs ,2,40.4848003,-106.8317359
Wilton Manors ,2,26.158593,-80.13719391
Holly Hill ,2,33.4973905,-79.149488
Ocean City ,2,39.2776156,-74.5746001
Oskaloosa ,2,41.296395,-92.6443593
Gloucester City ,2,39.8917799,-75.1162863
Cordele ,2,31.9635074,-83.7823938
Enumclaw ,2,47.2047793,-121.9916371
Snyder ,2,40.7615395,-77.0909536
Azle ,2,32.8951262,-97.5458565
Galena Park ,2,29.7335616,-95.2302123
Fort Madison ,2,40.6297632,-91.3151506
Sierra Madre ,2,34.1616729,-118.0528456
Atchison ,2,39.545816,-95.3326052
Atmore ,2,31.0237921,-87.4938708
Mayfield ,2,36.7413624,-88.6352595
Hope ,2,33.6883815,-93.58383434
Gonzales ,2,29.5016257,-97.4524926
Girard ,2,33.0404323,-81.7120567
Lock Haven ,2,41.1370133,-77.4469263
Alpine ,2,38.5893934,-119.8345013
Brownfield ,2,33.1812035,-102.2743489
Anthony ,2,37.8959542,-80.3320174
Glenwood Springs ,2,39.5507448,-107.3255001
Rockport ,2,28.0205733,-97.0544341
St. Francis ,2,35.0153956,-90.7263194
Rawlins ,2,39.7904797,-101.0994722
Grinnell ,2,41.7430554,-92.7224206
Oakwood ,2,40.563994,-74.1159754
Cloverdale ,2,38.8054624,-123.0172227
Youngsville ,2,41.8522809,-79.3186597
New Richmond ,2,45.1230213,-92.5365865
Rice Lake ,2,45.5060682,-91.7382251
Orrville ,2,40.8436664,-81.7640212
Conover ,2,35.7065217,-81.2186933
West Frankfort ,2,37.8978275,-88.9314583
Abingdon ,2,36.7095788,-81.9774878
South Boston ,2,36.6987494,-78.9013987
Dalhart ,2,36.05429705,-102.5135762
Webster City ,2,42.4663069,-93.8252471
Lamar ,2,33.0649401,-84.1445952
Sellersburg ,2,38.3979718,-85.7550735
Montpelier ,2,44.260015,-72.5753599
Sheboygan Falls ,2,43.7291617,-87.8106439
Braselton ,2,34.1092735,-83.7626729
Brevard ,2,28.2446658,-80.728624
Iron Mountain ,2,45.8202334,-88.0659603
Charles City ,2,43.0663613,-92.6724112
Demopolis ,2,32.5178284,-87.8368201
Sandpoint ,2,48.2765903,-116.5532476
North Bay Village ,2,25.8462075,-80.1539351
Wauseon ,2,41.546069,-84.1362047
Corbin ,2,36.9486986,-84.0968761
Swainsboro ,2,32.5973857,-82.3337376
Winooski ,2,44.4949995,-73.1828073
Tallulah ,2,32.4084765,-91.1867771
Amory ,2,33.983388,-88.48109953
Devils Lake ,2,48.112779,-98.8651202
Clewiston ,2,26.7542312,-80.9336753
Delafield ,2,43.0610275,-88.4040692
Sullivan ,2,36.4966673,-82.286903
Thornton ,1,39.95782075,-104.9669887
Arvada ,1,39.8027644,-105.0874842
Jurupa Valley ,1,33.9798472,-117.4515754
Hesperia ,1,34.4263886,-117.3008784
Rio Rancho ,1,35.233375,-106.6644716
Menifee ,1,37.9357602,-83.6014187
Bend ,1,44.0581728,-121.3153096
Coon Rapids ,1,45.1199652,-93.2877277
Haverhill ,1,42.7762015,-71.0772796
La Habra ,1,33.9318775,-117.9461074
West Allis ,1,43.0166806,-88.0070315
Taylorsville ,1,40.6677517,-111.9386311
Rowlett ,1,32.9029017,-96.56388
Moore ,1,35.2835629,-86.3411514
Midwest City ,1,35.4495097,-97.3967025
Hanford ,1,36.3274502,-119.6456844
Lake Havasu City ,1,34.483901,-114.3224548
Blue Springs ,1,39.01723,-94.2822095
Florissant ,1,38.789217,-90.322614
Cathedral City ,1,33.7810031,-116.4640765
Yucaipa ,1,34.040931,-117.0516713
Castle Rock ,1,39.3726585,-104.8584264
Southaven ,1,34.9889818,-90.0125913
Gilroy ,1,37.0065078,-121.5631723
Kentwood ,1,42.8694731,-85.6447492
Sheboygan ,1,43.7508284,-87.71453
Burien ,1,47.469918,-122.3485274
Ankeny ,1,41.7318715,-93.6003837
East Providence ,1,41.8137116,-71.3700545
Cedar Hill ,1,32.5889112,-96.9559308
Texas City ,1,29.383845,-94.9027002
Coeur d'Alene ,1,47.6776832,-116.7804664
Twin Falls ,1,42.5629668,-114.4608711
Strongsville ,1,41.3144733,-81.83511
Maricopa ,1,33.34883,-112.49123
Biloxi ,1,30.3960318,-88.8853645
Haltom City ,1,32.7995738,-97.2691817
Hutchinson ,1,38.0608444,-97.9297743
Coachella ,1,33.6795519,-116.176338
Oro Valley ,1,32.3909071,-110.966488
Keller ,1,37.6192992,-75.7638185
Prescott ,1,34.5400242,-112.4685025
Riverton ,1,43.0249578,-108.3798938
Bremerton ,1,47.5665391,-122.6527973
Prescott Valley ,1,34.6100243,-112.315721
Ormond Beach ,1,29.2858129,-81.0558894
Greenacres ,1,35.3832927,-119.1098266
Hurst ,1,32.8234621,-97.1705678
Goose Creek ,1,32.9961038,-80.0387292
Calumet City ,1,41.6155909,-87.5294871
Ocoee ,1,28.537782,-81.54483614
Apache Junction ,1,33.4006195,-111.5374039
Winter Garden ,1,32.839025,-116.9283792
Stow ,1,41.1596261,-81.4406258
Hinesville ,1,31.8477298,-81.5960354
Dana Point ,1,33.4669721,-117.6981075
Fairborn ,1,39.8068795,-84.00996135
North Olmsted ,1,41.4156025,-81.9234726
Wenatchee ,1,47.4234599,-120.3103494
Eastpointe ,1,42.4683698,-82.9554746
North Tonawanda ,1,43.038668,-78.8642034
Alamogordo ,1,32.8997997,-105.9603398
Douglasville ,1,33.7514966,-84.7477136
Owasso ,1,36.2661536,-95.8549456
Springville ,1,40.1668572,-111.6109221
Sherwood ,1,34.8150907,-92.2243153
Morgan ,1,39.7062265,-90.190335
East Chicago ,1,41.6397857,-87.4548466
Russellville ,1,35.2784173,-93.1337856
Nicholasville ,1,37.8806341,-84.5729961
Alton ,1,38.8906038,-90.1842764
Desert Hot Springs ,1,33.961124,-116.5016784
Slidell ,1,30.2751945,-89.7811745
Lake Jackson ,1,29.0338575,-95.4343859
Rexburg ,1,43.8235163,-111.7870222
Xenia ,1,39.6847822,-83.9296526
Sahuarita ,1,31.9575818,-110.955646
Wyandotte ,1,39.1090458,-94.767624
Belvidere ,1,42.2583112,-88.8416157
Zanesville ,1,39.9403453,-82.0131924
South Portland ,1,43.6414716,-70.2408811
Ponca City ,1,36.7267431,-97.0667341
Ottumwa ,1,41.0200145,-92.4112963
Lemoore ,1,36.3007835,-119.7829107
Sanger ,1,36.708006,-119.5559652
Zion ,1,42.4461322,-87.8328505
Woodburn ,1,45.143731,-122.8553725
Staunton ,1,38.14935,-79.0716456
South Salt Lake ,1,40.7075209,-111.8880295
Junction City ,1,39.0286093,-96.8313978
El Cerrito ,1,33.8410146,-117.5207977
Blue Island ,1,41.65530805,-87.67759047
Griffin ,1,33.2467807,-84.2640904
Mauldin ,1,34.77873,-82.310119
Mint Hill ,1,35.1795892,-80.6472904
Herriman ,1,40.5140894,-112.0328198
Bainbridge Island ,1,47.65526,-122.5350862
Radcliff ,1,37.8403456,-85.9491298
Webster Groves ,1,38.586494,-90.35577503
McDonough ,1,40.4376858,-90.6780272
Oak Harbor ,1,48.2931559,-122.6432245
Rosemount ,1,44.7391873,-93.12611
South Euclid ,1,41.5231076,-81.5184553
Brownsburg ,1,39.8433769,-86.3977736
Chillicothe ,1,39.3331197,-82.9824019
Avon ,1,39.6329025,-106.4711837
Christiansburg ,1,37.1298517,-80.4089389
East Ridge ,1,35.0142412,-85.2519003
Crest Hill ,1,41.5697655,-88.10681127
Piqua ,1,40.1447732,-84.2424449
Eagle ,1,39.6161124,-106.7172844
South St. Paul ,1,44.8938832,-93.0368359
Oregon ,1,43.9792797,-120.737257
Trussville ,1,33.6196266,-86.6084342
Rocky River ,1,41.4756031,-81.8393034
Pooler ,1,32.1158983,-81.2495131
Marina ,1,36.6900785,-121.8006397
American Canyon ,1,38.223457,-122.227043
Cartersville ,1,34.180725,-84.75290814
Nixa ,1,37.0433863,-93.294353
Brook Park ,1,41.3983838,-81.8045788
Lathrop ,1,37.8227046,-121.27661
West Melbourne ,1,28.069295,-80.65523634
Forest Lake ,1,45.2788444,-92.985312
Tullahoma ,1,35.3620235,-86.2094342
Eustis ,1,45.2172755,-70.4784009
Mattoon ,1,39.4842821,-88.3773279
Mustang ,1,35.384227,-97.7244813
Pampa ,1,35.5361559,-100.9598709
Albert Lea ,1,43.6480127,-93.3682656
Creve Coeur ,1,38.6608855,-90.4226181
Hutto ,1,30.5392255,-97.55306755
Gretna ,1,36.9528412,-79.3602341
Tumwater ,1,47.0077652,-122.9110785
Bonney Lake ,1,47.1870191,-122.1702293
East Cleveland ,1,41.5331066,-81.5790137
Springboro ,1,39.5522815,-84.2332718
Bartow ,1,34.2394683,-84.8406984
Martinsburg ,1,39.4560761,-77.9637713
Shafter ,1,35.4698255,-119.2853651
Yorkville ,1,43.6713861,-79.3901677
Morganton ,1,35.7454376,-81.6870994
North Salt Lake ,1,40.8485564,-111.9068824
Clarksburg ,1,39.2806451,-80.3445341
Truckee ,1,39.327962,-120.1832533
Chickasha ,1,35.052565,-97.9364326
Tahlequah ,1,35.91537,-94.969956
Groves ,1,29.9482695,-93.9171155
Brenham ,1,30.1668828,-96.3977442
Donna ,1,26.1702082,-98.0522376
Ukiah ,1,39.1501662,-123.2077861
Natchez ,1,31.5445015,-91.38913516
West Columbia ,1,34.001143,-81.06305261
Mitchell ,1,39.3863019,-98.2112629
Zachary ,1,30.6485191,-91.1564961
Imperial ,1,33.0305487,-115.3595666
Greeneville ,1,36.1631575,-82.8309861
Owosso ,1,42.9978049,-84.1766359
Foley ,1,30.4065868,-87.6835974
The Dalles ,1,45.5945645,-121.1786823
Parlier ,1,36.6116174,-119.5270734
Sunland Park ,1,31.796496,-106.5799891
Leland ,1,34.2562806,-78.0447143
Front Royal ,1,38.9178538,-78.1917718
Yankton ,1,42.8712048,-97.397112
Perry ,1,38.0772859,-89.3760499
Winder ,1,33.9910345,-83.71837316
Miami Springs ,1,25.8216288,-80.29247902
Fort Payne ,1,34.4442547,-85.7196893
Zephyrhills ,1,28.241311,-82.18523489
Mountain Home ,1,36.3665895,-92.3952475
Hugo ,1,45.159967,-92.9932734
Streator ,1,41.1210446,-88.835256
Spring Lake ,1,40.1535132,-74.0293941
Warrensville Heights ,1,41.440345,-81.53138079
New Ulm ,1,44.2896035,-94.46070695
Crowley ,1,38.3394806,-103.8263042
Bellefontaine ,1,40.3611643,-83.7596557
West Monroe ,1,32.5184775,-92.1476353
King City ,1,36.2127439,-121.1260287
Beeville ,1,28.4008319,-97.7483312
Grass Valley ,1,39.228984,-121.0685367
Monticello ,1,38.01032755,-78.4523438
Woodhaven ,1,40.6892698,-73.8579131
Sylacauga ,1,33.2258645,-86.19665607
Cayce ,1,33.938553,-81.07166836
Markham ,1,43.8539172,-79.3242549
Forest Hill ,1,43.6935586,-79.4139023
South Daytona ,1,29.167082,-81.00565446
Grand Terrace ,1,34.0339031,-117.3136544
New Baltimore ,1,39.985914,-78.7727984
Baraboo ,1,43.4704014,-89.7437844
Crestwood ,1,41.6611444,-87.7525511
Florida City ,1,25.4480101,-80.479102
Dardenne Prairie ,1,38.7694969,-90.7290157
Guymon ,1,36.6828041,-101.4815493
Panama City Beach ,1,30.1765914,-85.8054879
Yazoo City ,1,32.86356325,-90.40013588
Fort Morgan ,1,40.2502582,-103.799951
Archdale ,1,35.914581,-79.9719831
Healdsburg ,1,38.6298355,-122.859002
Cottonwood ,1,44.019068,-95.1658845
Millington ,1,35.3414745,-89.8973084
East Liverpool ,1,40.6186756,-80.5772928
Ironton ,1,38.5367471,-82.6829406
Campbellsville ,1,37.3433974,-85.3419069
Red Oak ,1,41.0097151,-95.2255466
Sturgis ,1,44.4097069,-103.5090786
Picayune ,1,30.524888,-89.67915245
Van Wert ,1,40.8014651,-84.600988
Keokuk ,1,40.3972664,-91.384874
Show Low ,1,34.2542084,-110.0298327
Sonoma ,1,38.5110803,-122.8473388
Bedford Heights ,1,41.4169982,-81.5273428
Prosper ,1,33.2327235,-96.839902
Canandaigua ,1,42.8844625,-77.278399
Richmond Heights ,1,38.6282707,-90.3191285
Lincolnton ,1,35.473745,-81.2545251
Palatka ,1,29.6487882,-81.6372111
Guthrie ,1,35.8789231,-97.4252772
White House ,1,38.8976989,-77.03655319
Nanticoke ,1,41.2053599,-76.004923
Bolivar ,1,33.7702263,-90.8519798
Summerfield ,1,38.5972705,-89.751762
Gulf Shores ,1,30.2460361,-87.7008193
Watervliet ,1,42.7300784,-73.7012299
Big Lake ,1,45.3324647,-93.7460804
Shasta Lake ,1,40.6804279,-122.3708419
Coffeyville ,1,37.0372999,-95.6163634
Cedar Hills ,1,45.5050407,-122.7977031
Minneola ,1,44.3230458,-92.7103456
Merrill ,1,45.1805223,-89.683459
Sumner ,1,37.2435967,-97.4792142
Grosse Pointe Farms ,1,42.4092038,-82.8918587
Winterville ,1,44.47629095,-103.8500669
Ingleside ,1,27.8779713,-97.2113065
Reedsburg ,1,43.5324809,-90.0026259
Bladensburg ,1,38.9392997,-76.9337983
Mound ,1,44.9366295,-93.6660719
Sturgeon Bay ,1,44.8341639,-87.377042
Chanute ,1,37.6792135,-95.4572034
Port Townsend ,1,48.1185325,-122.7679629
Fitzgerald ,1,31.7149082,-83.2526545
Sallisaw ,1,35.4603711,-94.7874463
Collegedale ,1,35.0531301,-85.0502277
Trinidad ,1,37.169397,-104.5005411
Detroit Lakes ,1,46.8171809,-95.8453253
Atoka ,1,34.3284948,-96.017838
Tuscumbia ,1,34.7312005,-87.70253
Hornell ,1,42.3278477,-77.6611025
Elwood ,1,40.2769834,-85.8419246
Box Elder ,1,41.3586056,-113.2112072
Delavan ,1,42.6330703,-88.6437138
Tecumseh ,1,42.2508902,-82.9608334
Orange Park ,1,30.1660736,-81.706484
Bernalillo ,1,35.0349239,-106.6870693
North Logan ,1,41.7693747,-111.8046654
Guntersville ,1,34.3599825,-86.23972313
Mammoth Lakes ,1,37.6432525,-118.9668509
Kenton ,1,38.9252546,-84.5331967
Center Line ,1,42.4850362,-83.0277002
Arab ,1,34.3181497,-86.4958219
Antigo ,1,45.1402451,-89.1523353
Granbury ,1,32.4137275,-97.78813977
Rolling Hills Estates ,1,33.7877943,-118.3581284
Decorah ,1,43.3033056,-91.7857092
Flowood ,1,32.3095903,-90.1389757
Siler City ,1,35.7234734,-79.4622431
Blair ,1,40.4870748,-78.3682329
St. Johns ,1,29.9032284,-81.4145468
Crookston ,1,47.7741383,-96.6081212
Black Mountain ,1,37.3173747,-122.1479009
Dexter ,1,42.3383697,-83.8885553
Creston ,1,49.1,-116.516667
Fountain Inn ,1,34.6890095,-82.1956679
Ephrata ,1,40.1799111,-76.1789242
Firebaugh ,1,36.8588376,-120.4560072
Wahpeton ,1,46.2658789,-96.6088629
Baxter ,1,36.2820691,-92.3445222
Marengo ,1,32.201002,-87.7569365
Canfield ,1,41.0250584,-80.7609121
Page ,1,38.6002354,-78.5016516
Villa Hills ,1,39.0633933,-84.5929998
Cotati ,1,38.3266798,-122.7068441
Chehalis ,1,46.6599653,-122.9634322
Crystal City ,1,28.6774795,-99.8281104
Gig Harbor ,1,47.3259697,-122.5878659
Catoosa ,1,34.8911137,-85.131315
Hudsonville ,1,42.870859,-85.8650358
Nashville-Davidson   ,0,36.187025,-86.78086153
Louisville/Jefferson County   ,0,38.209237,-85.7038502
Lexington-Fayette urban county,0,38.0464066,-84.4970393
Boise City ,0,43.5988375,-116.243255
Macon-Bibb County,0,32.8406946,-83.6324022
Downey ,0,33.9400143,-118.1325688
San Buenaventura (Ventura) ,0,34.302548,-119.2072845
Gresham ,0,45.5067406,-122.4367058
Lee's Summit ,0,38.9108408,-94.3821724
Deltona ,0,28.9005446,-81.2636738
Avondale ,0,33.4359175,-112.3405021
Arlington Heights village,0,38.8967784,-77.0724777
Bolingbrook village,0,39.98265,-83.1258399
Bay ,0,30.2481693,-85.6593633
Youngs ,0,38.8986836,-83.2060162
East Orange ,0,40.767323,-74.2048677
Tinley Park village,0,41.5961445,-87.7864396
Porterville ,0,36.06523,-119.0167679
Santee ,0,32.8383828,-116.9739167
Eastvale ,0,33.9766799,-117.5598444
Mount Prospect village,0,41.983426,-73.4212318
Shoreline ,0,47.7563195,-122.3438255
Buckeye ,0,38.9237892,-120.7979883
Hoffman Estates village,0,42.0639157,-88.1247969
Oak Park village,0,35.8466277,-78.70554926
Perth Amboy ,0,40.5067723,-74.2654234
George ,0,30.857421,-88.6537118
Brookhaven ,0,31.58369,-90.44180867
Sammamish ,0,47.6088445,-122.0423067
Dunwoody ,0,33.9430886,-84.30974861
Cleveland Heights ,0,41.5200518,-81.556235
Glenview village,0,38.2875699,-85.6369058
Barnstable Town ,0,41.278228,-73.6006489
Lombard village,0,38.2250033,-104.5449727
Sayreville borough,0,40.4592726,-74.3609822
Wylie ,0,33.0151201,-96.5388789
Kannapolis ,0,35.4873613,-80.6217341
Bountiful ,0,40.8894611,-111.8804817
Lompoc ,0,34.6391501,-120.4579409
State College borough,0,40.794026,-77.8606975
North Lauderdale ,0,26.217305,-80.2258811
Cutler Bay ,0,25.575865,-80.34137218
Bartlett village,0,43.1161806,-75.403783
Plainfield village,0,41.67650655,-71.92223409
Streamwood village,0,33.7125089,-117.7573608
Carol Stream village,0,41.913645,-88.1184169
Duncanville ,0,32.6518004,-96.9083366
Hanover Park village,0,43.17329575,-89.41709963
Huber Heights ,0,39.8584125,-84.11151221
Wheeling village,0,40.6142048,-86.3911092
Valley Stream village,0,36.8058314,-76.23096618
Roy ,0,41.1617999,-112.0261903
Addison village,0,43.4227761,-88.3745423
Keizer ,0,44.9958075,-123.0197173
Oakley ,0,37.9974219,-121.7124536
Bartlesville ,0,36.7473114,-95.9808179
Spanish Fork ,0,40.114955,-111.654923
Fort Lee borough,0,40.8527536,-73.97250875
Leavenworth ,0,39.3110919,-94.9227996
University City ,0,38.6558849,-90.3092813
Grants Pass ,0,42.4393707,-123.3272489
Prattville ,0,32.4640245,-86.4596966
Royal Palm Beach village,0,26.694533,-80.2323689
Phenix City ,0,32.4709761,-85.0007653
Norris borough,0,44.3134023,-70.0883869
Glendale Heights village,0,39.9709072,-80.7506399
Indian Trail ,0,35.0768141,-80.6692352
Olive Branch ,0,34.9617605,-89.8295315
Vestavia Hills ,0,33.4776455,-86.68732697
